player_id,saison,goals,assists
60957,2015,7.0,5.0
60957,2021,11.0,3.0
60957,2024,0.0,2.0
61253,2007,21.0,0.0
61253,2010,6.0,10.0
61253,2012,7.0,5.0
61253,2024,1.0,1.0
61336,2024,0.0,0.0
61397,2024,0.0,0.0
61592,2024,0.0,0.0
61651,2010,3.0,4.0
61651,2022,0.0,3.0
61651,2024,0.0,3.0
61697,2024,0.0,0.0
61764,2014,21.0,2.0
61764,2024,3.0,5.0
61812,2024,3.0,2.0
61813,2024,0.0,0.0
61838,2013,1.0,2.0
61838,2024,1.0,0.0
61841,2024,0.0,3.0
61842,2014,6.0,6.0
61842,2015,7.0,7.0
61842,2024,1.0,3.0
61887,2024,3.0,0.0
62094,2024,21.0,9.0
62163,2024,6.0,0.0
62514,2024,0.0,0.0
62945,2024,1.0,0.0
63342,2010,4.0,3.0
63342,2012,11.0,7.0
63342,2013,4.0,3.0
63342,2015,2.0,4.0
63342,2024,1.0,0.0
63422,2012,2.0,1.0
63422,2013,2.0,0.0
63422,2015,3.0,5.0
63422,2017,14.0,7.0
63422,2020,12.0,8.0
63422,2024,0.0,0.0
63463,2011,4.0,4.0
63463,2014,10.0,4.0
63463,2017,4.0,9.0
63463,2020,4.0,1.0
63463,2021,1.0,1.0
63463,2024,2.0,6.0
63487,2011,0.0,0.0
63487,2012,3.0,0.0
63487,2014,19.0,4.0
63487,2024,3.0,0.0
63489,2024,2.0,0.0
63494,2012,7.0,1.0
63494,2014,1.0,2.0
63494,2019,0.0,3.0
63494,2024,2.0,2.0
63837,2014,13.0,4.0
63837,2024,0.0,3.0
64339,2010,11.0,3.0
64339,2012,8.0,7.0
64339,2024,4.0,3.0
64341,2024,1.0,0.0
64371,2024,0.0,0.0
64399,2024,0.0,0.0
64598,2024,0.0,0.0
64793,2014,7.0,4.0
64793,2015,15.0,2.0
64793,2016,4.0,0.0
64793,2024,4.0,1.0
65262,2024,3.0,1.0
65278,2014,11.0,9.0
65278,2024,3.0,1.0
65318,2024,0.0,2.0
65467,2012,7.0,2.0
65467,2016,8.0,4.0
65467,2017,4.0,2.0
65467,2024,1.0,0.0
66100,2010,1.0,0.0
66100,2014,0.0,0.0
66100,2021,2.0,3.0
66100,2022,2.0,0.0
66100,2024,0.0,1.0
66934,2013,1.0,3.0
66934,2017,2.0,3.0
66934,2024,0.0,0.0
66953,2024,0.0,0.0
67063,2013,10.0,3.0
67063,2024,7.0,1.0
67082,2012,15.0,6.0
67082,2016,6.0,10.0
67556,2009,4.0,1.0
67556,2015,8.0,3.0
67556,2017,4.0,0.0
67556,2022,1.0,2.0
67556,2023,10.0,4.0
67556,2024,10.0,4.0
67808,2011,19.0,4.0
67808,2019,5.0,5.0
